Line;Category
الغش يسيء للجميع;الغش
الغش يصنع أعداء;الغش
الغش يظهر الهزيمة;الغش
الغش يظهر ضيق الأفق;الغش
الغش يظهر في الأوقات الصعبة;الغش
الغش يعكس ضعف الشخصية;الغش
الغش يفقد الإنسان هويته;الغش
الغش يفقد الفخر;الغش
الغش ينقلب على صاحبه;الغش
الغش ينقلب على صاحبه.;الغش
الغش ينكشف في النهاية;الغش
الغش ينمي الشكوك;الغش
الغش يهدم القيم;الغش
الغش يؤذي الكرامة;الغش
الغش يولد ضعف الثقة بين أفراد المجتمع;الغش
الغش كلمة نستعملها لخداع الآخرين لإيهامهم بأننا أكثر عمقا منهم;الغش
الغشاش بعيد عن الناس وبعيد عن الله;الغش
الغشاش فقط يستطيع أن يكون ذا وجهين، والأغبياء يصدقونه، والمجرمون يصفقون له.;الغش
الغشاش قليل التحصيل ودنيء الهمة;الغش
الغشاش متهاون بنظر الله إليه;الغش
الغشاش ممحوق البركة;الغش
الغشاش يغش حتى أباه;الغش
الغشاش يغش حتى أباه.;الغش
الغشاش يغش حتّى أباه.;الغش
الغشاشون يخدعون أنفسهم بأنفسهم;الغش
الغشاشون يخدعون أنفسهم بأنفسهم.;الغش
الغضب  هو ريح تهب فتطفئ سراج العقل;الغضب
الغضب جنون قصير;الغضب
الغضب ريح تعصف بالقلب وكظم الغيظ ميناء الأمان;كظم الغيظ
الغضب ريح تهب فتطفئ سراج العقل;الغضب
الغضب على من لا تملك عجز وعلى من تملك لؤم;الحلم
الغضب لا يحقق شيئا لكن كظم الغيظ يحقق الكثير;كظم الغيظ
الغضب لا يعد حجة فحافظ على هدوئك;الحلم
الغضب مثل النار كلما زاد اشتعل وأحرقك;كظم الغيظ
الغضب من الغيبة دليل على الرقي;الغيبة
الغضب من الغيبة هو حبل الرباط الذي يربط القلوب;الغيبة
الغضب هو الرياح الوحيدة التي يمكنها أن تطفئ نور العقل    روبرت جرين انجرسول;الغضب
الغضب هو الشكل المطور والجبان عن الحزن فمن السهل أن تظهر بشكل الغاضب بدلا من الظهور بمظهر الحزين;الغضب
الغضب هو العدو الحقيقي للسلام;العدوان
الغضب هو جنون مؤقت;الغضب
الغضب هو حمض يؤذي الوعاء الذي يحويه أكثر من أي شيء آخر يتم سكبه عليه;الغضب
الغضب هو رد فعل لكن الهدوء هو خيار;العدوان
الغضب والتعصب يعميان الإنسان عن الفهم الصحيح    المهاتما غاندي;الغضب
الغضب والدموع والحزن هي أسلحة المستسلمين;الغضب
الغضب يفسد الأمور وكظم الغيظ يصلحها;كظم الغيظ
الغضب ينقصك أما كظمه فيزيدك رفعة;كظم الغيظ
الغضب يهدم وكظم الغيظ يبني;كظم الغيظ
الغطرسة تمنع الرؤية الصحيحة;التعالي
الغطرسة تؤدي إلى الوحدة;البطر
الغطرسة ضارة بفصلك عن القلوب المحبة;البطر
الغطرسة نذير الشؤم;البطر
الغفران الحقيقي لا ينكر الغضب لكن يواجهه;السماحة
الغفران الحقيقي لا ينكر الغضب، لكن يواجهه.;التسامح
الغفران شيمة الشجعان;السماحة
الغفران شيمة الشجعان.;التسامح
الغفران كالإيمان عليك أن تنعشه باستمرار;السماحة
الغفران كالإيمان، عليك أن تنعشه باستمرار.;التسامح
الغفران هدية تمنحها لنفسك.;التسامح
الغفران هو محو الخطايا كما لو تم العثور على ما ضاع وحفظ من الضياع مجددا;السماحة
الغفران هو محو الخطايا، كما لو تم العثور على ما ضاع وحُفظ من الضياع مجدداً.;التسامح
الغفران يعني نسيان الماضي.;التسامح
الغل والحسد يفسدان القلب بينما الصفاء والسلام يعمران الروح;سلامة الصدر
الغل يأكل صاحبه قبل أن يأكل غيره;الحقد
الغيبة تجعل قلبك أسود;الغيبة
الغيبة تجلب الوحدة والفراق;الغيبة
الغيبة تخلق الجسور بين الأعداء;الغيبة
الغيبة تخلق جوا من التوتر في العلاقات;الغيبة
الغيبة تزرع الشك والريبة;الغيبة
الغيبة تسرق السلام الداخلي;الغيبة
الغيبة تشبه الظلام تبتعد عن النور;الغيبة
الغيبة تشتت الأفكار وتجلب الحقد;الغيبة
الغيبة تغشي البصر عن الحق;الغش
الغيبة تلوث اللسان وتضر القلوب;الغيبة
الغيبة تنقص من قدر الإنسان كما تنقص السكين من اللحم;الغيبة
الغيبة رسول الشر بين البشر;النميمة
الغيبة كالحفرة كلما دخلت فيها كلما كان الخروج أصعب;الغيبة
الغيبة هي السلاح الذي يستخدمه الضعفاء;الغيبة
الغيبة هي الصاعقة المهلكة للطاعات ومثل من يغتاب كمن ينصب منجنيقا فهو يرمي به حسناته شرقا وغربا ويمينا وشمالا;الغيبة
ﺍﻟﻐﻴﺮﺓ     ﻋﺪﺳﺔ ﺗﻜﺒﺮ ﺍﻻﺷﻴﺎﺀ ﺍﻟﺼﻐﻴﺮﺓ;الرحمة
الغيرة   عدسة تكبر الاشياء الصغيرة;الغيرة
الغيرة   هي التقاء صوت العاطفة بصوت العاصفة;الغيرة
الغيرة  عدسة تكبر الاشياء الصغيرة;الكبر
الغيرة  عدسة تكبر الأشياء الصغيرة;الكبر
الغيرة إحساس جميل اذا كان في حدود;الغيرة
الغيرة إحساس جميل اذا كان في حدود.;الغيرة
الغيرة أحيانًا تكون دافعًا للحفاظ على العلاقة وأحيانًا تدمرها;الغيرة
الغيرة أحيانًا تكون شعورًا عميقًا يدل على حب كبير لكنها قد تؤدي إلى الانعزال إذا لم يتم التحكم فيها;الغيرة
الغيرة أحيانًا تكون علامة على مدى ارتباطنا بالأشخاص لكنها يمكن أن تُصبح ضارة إذا لم نتحكم بها;الغيرة
الغيرة أحيانًا تكون محفزًا للتطور الشخصي والنضج;الغيرة
